ID,Text,Target_1
2385,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",spam
2386,No message..no responce..what happend?,ham
2387,Also where's the piece,ham
2388,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",ham
2389,Boo. How's things? I'm back at home and a little bored already :-(,ham
2390,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,ham
2391,PICK UR FONE UP NOW U DUMB?,ham
2392,"Thanks da thangam, i feel very very happy dear. I also miss you da.",ham
2393,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",ham
2394,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,ham
2395,"Babe, I'm back ... Come back to me ...",ham
2396,Well you told others you'd marry them...,ham
2397,Neshanth..tel me who r u?,ham
2398,YO YO YO BYATCH WHASSUP?,ham
2399,Oh... Kay... On sat right?,ham
2400,Hi! This is Roger from CL. How are you?,ham
2401,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),spam
2402,Oh oh... Wasted... Den muz chiong on sat n sun liao...,ham
2403,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,ham
2404,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,ham
2405,I'm meeting Darren...,ham
2406,One of best dialogue in cute reltnship..!! \Wen i Die,ham
2407,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
2408,Dear where you will be when i reach there,ham
2409,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),ham
2410,Ok... Thanx... Gd nite 2 �_ too...,ham
2411,"Come to me right now, Ahmad",ham
2412,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
2413,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,ham
2414,O was not into fps then.,ham
2415,Huh means computational science... Y they like dat one push here n there...,ham
2416,"Could you not read me, my Love ? I answered you",ham
2417,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,ham
2418,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",ham
2419,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam
2420,Oic... Then better quickly go bathe n settle down...,ham
2421,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,ham
2422,A bloo bloo bloo I'll miss the first bowl,ham
2423,Lmao but its so fun...,ham
2424,Oh k k:)but he is not a big hitter.anyway good,ham
2425,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,ham
2426,Valentines Day Special! Win over ��1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,spam
2427,Do you think i can move  &lt;#&gt;  in a week,ham
2428,She.s find. I sent you an offline message to know how anjola's now.,ham
2429,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,spam
2430,How was txting and driving,ham
2431,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,ham
2432,Really dun bluff me leh... U sleep early too. Nite...,ham
2433,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",ham
2434,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,ham
2435,Oh ya ya. I remember da. .,ham
2436,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,ham
2437,"For ur chance to win ��250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",spam
2438,I not busy juz dun wan 2 go so early.. Hee.. ,ham
2439,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,ham
2440,"Great. I'm in church now, will holla when i get out",ham
2441,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,ham
2442,I donno if they are scorable,ham
2443,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ham
2444,"Yes but i dont care! I need you bad, princess!",ham
2445,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",ham
2446,"Sorry, I'll call later",ham
2447,Tmr then �_ brin lar... Aiya later i come n c lar... Mayb �_ neva set properly �_ got da help sheet wif �_...,ham
2448,Do u knw dis no. &lt;#&gt; ?,ham
2449,Then she dun believe wat?,ham
2450,K..give back my thanks.,ham
2451,I know complain num only..bettr directly go to bsnl offc nd apply for it..,ham
2452,Okay. I've seen it. So i should pick it on friday?,ham
2453,How much she payed. Suganya.,ham
2454,Left dessert. U wan me 2 go suntec look 4 u?,ham
2455,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",ham
2456,Onum ela pa. Normal than.,ham
2457,K.k..how is your sister kids?,ham
2458,"Cool, I'll text you when I'm on the way",ham
2459,Nope. Meanwhile she talk say make i greet you.,ham
2460,i cant talk to you now.i will call when i can.dont keep calling.,ham
2461,Anything lar...,ham
2462,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",ham
2463,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",ham
2464,They will pick up and drop in car.so no problem..,ham
2465,S.i think he is waste for rr..,ham
2466,He is world famamus....,ham
2467,Is there coming friday is leave for pongal?do you get any news from your work place.,ham
2468,Lol well don't do it without me. We could have a big sale together.,ham
2469,* Am on my way,ham
2470,Eat at old airport road... But now 630 oredi... Got a lot of pple...,ham
2471,"sry can't talk on phone, with parents",ham
2472,"Final Chance! Claim ur ��150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. ��3.00 Subs 16",spam
2473,Ok lor wat time �_ finish?,ham
2474,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",ham
2475,Mm i am on the way to railway,ham
2476,i dnt wnt to tlk wid u,ham
2477,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",ham
2478,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,ham
2479,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam
2480,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or ��10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",spam
2481,K.:)do it at evening da:)urgent:),ham
2482,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,ham
2483,Mm have some kanji dont eat anything heavy ok,ham
2484,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,ham
2485,Lol that's different. I don't go trying to find every real life photo you ever took.,ham
2486,I dont thnk its a wrong calling between us,ham
2487,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,ham
2488,Aiyah e rain like quite big leh. If drizzling i can at least run home.,ham
2489,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,ham
2490,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,ham
2491,"Greetings me, ! Consider yourself excused.",ham
2492,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,ham
2493,they released another Italian one today and it has a cosign option,ham
2494,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",ham
2495,WINNER! As a valued network customer you hvae been selected to receive a ��900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam
2496,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,ham
2497,Dai what this da.. Can i send my resume to this id.,ham
2498,"I know where the  &lt;#&gt;  is, I'll be there around 5",ham
2499,Yup i've finished c �_ there...,ham
2500,Remember to ask alex about his pizza,ham
2501,No da..today also i forgot..,ham
2502,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ham
2503,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,ham
2504,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",ham
2505,Congrats kano..whr s the treat maga?,ham
2506,Who u talking about?,ham
2507,Yup...,ham
2508,Ok...,ham
2509,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",ham
2510,Yunny i'm walking in citylink now �_ faster come down... Me very hungry...,ham
2511,Er yep sure. Props?,ham
2512,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",ham
2513,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,spam
2514,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ham
2515,Bognor it is! Should be splendid at this time of year.,ham
2516,Yes.i'm in office da:),ham
2517,"Sorry, I'll call later",ham
2518,Joy's father is John. Then John is the NAME of Joy's father. Mandan,ham
2519,Ok. I only ask abt e movie. U wan ktv oso?,ham
2520,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,ham
2521,"Sorry, I'll call later",ham
2522,Dunno lei... I might b eatin wif my frens... If �_ wan to eat then i wait 4 �_ lar,ham
2523,"Sorry, I'll call later",ham
2524,FREE entry into our ��250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
2525,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
2526,Do u noe how 2 send files between 2 computers?,ham
2527,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",ham
2528,jay says he'll put in  &lt;#&gt;,ham
2529,Can you just come in for a sec? There's somebody here I want you to see,ham
2530,So the sun is anti sleep medicine.,ham
2531,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,ham
2532,Yup ok...,ham
2533,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,ham
2534,Ok enjoy . R u there in home.,ham
2535,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",ham
2536,You do what all you like,ham
2537,That's y we haf to combine n c how lor...,ham
2538,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,ham
2539,Hmmm:)how many players selected?,ham
2540,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",ham
2541,I dont. Can you send it to me. Plus how's mode.,ham
2542,Aiyo please �_ got time meh.,ham
2543,Package all your programs well,ham
2544,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",ham
2545,So are you guys asking that i get that slippers again or its gone with last year,ham
2546,Company is very good.environment is terrific and food is really nice:),ham
2547,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",spam
2548,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,ham
2549,Yup but not studying surfing lor. I'm in e lazy mode today.,ham
2550,Please sen :)my kind advice :-)please come here and try:-),ham
2551,I'm done. C �_ there.,ham
2552,"Oh fine, I'll be by tonight",ham
2553,�� give me some time to walk there.,ham
2554,I'll reach in ard 20 mins ok...,ham
2555,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam
2556,Fuck babe ... What happened to you ? How come you never came back?,ham
2557,This message is brought to you by GMW Ltd. and is not connected to the,spam
2558,"Some friends want me to drive em someplace, probably take a while",ham
2559,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,ham
2560,Are you still getting the goods.,ham
2561,And maybe some pressies,ham
2562,"Yeah I am, so I'll leave maybe 7ish?",ham
2563,K..k..i'm also fine:)when will you complete the course?,ham
2564,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham
2565,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,ham
2566,You in your room? I need a few,ham
2567,I dont want to hear anything,ham
2568,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,ham
2569,Ultimately tor motive tui achieve korli.,ham
2570,From 5 to 2 only my work timing.,ham
2571,��_ and don���t worry we���ll have finished by march ��_ ish!,ham
2572,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",ham
2573,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
2574,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam
2575,Now thats going to ruin your thesis!,ham
2576,In sch but neva mind u eat 1st lor..,ham
2577,Hey whats up? U sleeping all morning?,ham
2578,Erm. I thought the contract ran out the4th of october.,ham
2579,I dunno until when... Lets go learn pilates...,ham
2580,U are subscribed to the best Mobile Content Service in the UK for ��3 per ten days until you send STOP to 83435. Helpline 08706091795.,spam
2581,Yup i'm elaborating on the safety aspects and some other issues..,ham
2582,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs ��1.50 each",spam
2583,"Goodmorning, today i am late for 1hr.",ham
2584,Hi happy birthday. Hi hi hi hi hi hi hi,ham
2585,I will be outside office take all from there,ham
2586,If you don't respond imma assume you're still asleep and imma start calling n shit,ham
2587,"Aight, see you in a bit",ham
2588,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),ham
2589,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam
2590,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,ham
2591,Still work going on:)it is very small house.,ham
2592,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",ham
2593,Tmr timin still da same wat cos i got lesson until 6...,ham
2594,"That���s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",ham
2595,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. ��1.50 SP:Tyrone,spam
2596,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,ham
2597,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",ham
2598,Okie... Thanx...,ham
2599,"Gosh that , what a pain. Spose I better come then.",ham
2600,"As usual..iam fine, happy &amp; doing well..:)",ham
2601,Okie,ham
2602,So when you gonna get rimac access ,ham
2603,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",ham
2604,You call times job today ok umma and ask them to speed up,ham
2605,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",ham
2606,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,ham
2607,:-) yeah! Lol. Luckily i didn't have a starring role like you!,ham
2608,Hello madam how are you ?,ham
2609,"Awesome, text me when you're restocked",ham
2610,"As usual..iam fine, happy &amp; doing well..:)",ham
2611,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a ��250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop��1.50/week,spam
2612,Yes. It's all innocent fun. O:-),ham
2613,Thanks for sending this mental ability question..,ham
2614,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",ham
2615,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,ham
2616,I went to ur hon lab but no one is there.,ham
2617,I cant pick the phone right now. Pls send a message,ham
2618,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,ham
2619,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam
2620,How come?,ham
2621,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,ham
2622,Ok lor...,ham
2623,I'm coming home 4 dinner.,ham
2624,S da..al r above  &lt;#&gt;,ham
2625,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only ��1.50/wk.""",spam
2626,Unni thank you dear for the recharge..Rakhesh,ham
2627,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,ham
2628,Haha... They cant what... At the most tmr forfeit... haha so how?,ham
2629,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",ham
2630,No way I'm going back there!,ham
2631,"URGENT! Your mobile No 077xxx WON a ��2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",spam
2632,I WILL CAL YOU SIR. In meeting,ham
2633,"That's what I love to hear :V see you sundayish, then",ham
2634,"Sorry da thangam, very very sorry i am held up with prasad.",ham
2635,Tiwary to rcb.battle between bang and kochi.,ham
2636,Thank god they are in bed!,ham
2637,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,ham
2638,Am in gobi arts college,ham
2639,Why she wants to talk to me,ham
2640,Pandy joined 4w technologies today.he got job..,ham
2641,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ��500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam
2642,"They can try! They can get lost, in fact. Tee hee",ham
2643,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham
2644,My friends use to call the same.,ham
2645,"Sorry, I'll call later",ham
2646,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",ham
2647,"It,,s a taxt massage....tie-pos argh ok! Lool!",ham
2648,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",ham
2649,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",ham
2650,Do you like shaking your booty on the dance floor?,ham
2651,"Text me when you get off, don't call, my phones having problems",ham
2652,No need for the drug anymore.,ham
2653,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,ham
2654,Its sarcasm.. .nt scarcasim,ham
2655,Great! I have to run now so ttyl!,ham
2656,Feel like trying kadeem again? :V,ham
2657,Dai  &lt;#&gt;  naal eruku.,ham
2658,Not yet chikku..wat abt u?,ham
2659,Ok...,ham
2660,Want to finally have lunch today?,ham
2661,Do you know when dad will be back?,ham
2662,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",spam
2663,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,spam
2664,He remains a bro amongst bros,ham
2665,R u meeting da ge at nite tmr?,ham
2666,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",ham
2667,Why de. You looking good only:-)..,ham
2668,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp ��1.50/msg,spam
2669,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,spam
2670,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,ham
2671,"That's cool, I'll come by like  &lt;#&gt; ish",ham
2672,Super msg da:)nalla timing.,ham
2673,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",ham
2674,I am 6 ft. We will be a good combination!,ham
2675,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,ham
2676,* Am on a train back from northampton so i'm afraid not!,ham
2677,Where in abj are you serving. Are you staying with dad or alone.,ham
2678,Was playng 9 doors game and gt racing on phone lol,ham
2679,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam
2680,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
2681,I'm on da bus going home...,ham
2682,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,ham
2683,I'm okay. Chasing the dream. What's good. What are you doing next.,ham
2684,Yupz... I've oredi booked slots 4 my weekends liao... ,ham
2685,URGENT! We are trying to contact U. Todays draw shows that you have won a ��800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,spam
2686,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,ham
2687,Okie,ham
2688,Yes I know the cheesy songs from frosty the snowman :),ham
2689,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ham
2690,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,spam
2691,Hey tmr meet at bugis 930 ?,ham
2692,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",spam
2693,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,ham
2694,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,ham
2695,And whenever you and i see we can still hook up too.,ham
2696,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,ham
2697,Can you use foreign stamps for whatever you send them off for? ,ham
2698,FROM 88066 LOST ��12 HELP,spam
2699,Oh baby of the house. How come you dont have any new pictures on facebook,ham
2700,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",ham
2701,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",ham
2702,"Omw back to tampa from west palm, you hear what happened?",ham
2703,Yup no more already... Thanx 4 printing n handing it up.,ham
2704,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,spam
2705,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,ham
2706,S now only i took tablets . Reaction morning only.,ham
2707,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam
2708,"Nah, I'm a perpetual DD",ham
2709,Sorry de i went to shop.,ham
2710,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam
2711,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
2712,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,ham
2713,Nope i'm not drivin... I neva develop da photos lei...,ham
2714,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,ham
2715,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,ham
2716,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
2717,Okie.. Thanx..,ham
2718,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
2719,Go where n buy? Juz buy when we get there lar.,ham
2720,Ok lor...,ham
2721,I'm working technical support :)voice process.,ham
2722,It's justbeen overa week since we broke up and already our brains are going to mush!,ham
2723,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",ham
2724,Nope... C �_ then...,ham
2725,No. But we'll do medical missions to nigeria,ham
2726,No i am not having not any movies in my laptop,ham
2727,Whatsup there. Dont u want to sleep,ham
2728,Urgent Please call 09066612661 from landline. ��5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ���,spam
2729,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or ��1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",spam
2730,I havent lei.. Next mon can?,ham
2731,Mm feeling sleepy. today itself i shall get that dear,ham
2732,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,ham
2733,Do �_ noe if ben is going?,ham
2734,Can you do a mag meeting this avo at some point?,ham
2735,I meant middle left or right?,ham
2736,Really? I crashed out cuddled on my sofa.,ham
2737,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,ham
2738,"I sent you the prices and do you mean the  &lt;#&gt; g,",ham
2739,Are you this much buzy,ham
2740,Nothing. Can...,ham
